init_lr,dropout,freeze_image_encoder,train_loss,train_reg_loss,train_c_index,train_decile_recall,train_1year_auc,train_2year_auc,train_3year_auc,train_4year_auc,train_5year_auc,dev_loss,dev_reg_loss,dev_c_index,dev_decile_recall,dev_1year_auc,dev_2year_auc,dev_3year_auc,dev_4year_auc,dev_5year_auc,test_loss,test_reg_loss,test_c_index,test_decile_recall,test_1year_auc,test_2year_auc,test_3year_auc,test_4year_auc,test_5year_auc,results_path,model_path,log_path
0.0001,0.1,True,0.44879041008047155,0.0,0.8057663542823456,0.1935483870967742,0.8400000000000001,0.8341666666666667,0.8321513002364066,0.8072018004501125,0.8072018004501125,0.4143082480877638,0.0,0.8292682926829268,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8717948717948718,0.8717948717948718,0.33443252742290497,0.0,0.6363636363636365,0.0,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,logs/30e6f0667939a12f0d944589bb91ae05.results,snapshot/2bd0bdf9d948308c0bfed00580786b61_model.pt,logs/30e6f0667939a12f0d944589bb91ae05.txt
1e-05,0.1,False,0.4126027347268285,0.0,0.83119160274882,0.21052631578947367,0.913728432108027,0.9152288072018004,0.8637362637362638,0.8216374269005848,0.8216374269005848,0.4498425265774131,0.0,0.853658536585366,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8974358974358974,0.8974358974358974,0.36735643694798154,0.0,0.6363636363636365,0.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.6363636363636364,0.6363636363636364,logs/d5f9837505b45a45fda6b4def7125367.results,snapshot/0128becc08d8baaaf3749f88b0518d92_model.pt,logs/d5f9837505b45a45fda6b4def7125367.txt
1e-06,0.1,False,0.5803818348291758,0.0,0.7026945431081574,0.19444444444444445,0.7860576923076923,0.7956730769230769,0.7338235294117648,0.6703216374269007,0.6703216374269007,0.46043749060481787,0.0,0.8292682926829268,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8717948717948718,0.8717948717948718,0.3823209802309672,0.0,0.6363636363636365,0.0,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,logs/368b13031fdfca64b1720c62299cf432.results,snapshot/882d90836aad22b6fd0d662f714596ce_model.pt,logs/368b13031fdfca64b1720c62299cf432.txt
0.0001,0.0,True,0.5566768169000342,0.0,0.7728998887978685,0.1702127659574468,0.8424908424908425,0.8351648351648352,0.8065476190476191,0.7470449172576832,0.7470449172576832,0.46126171108335257,0.0,0.8292682926829268,0.6666666666666666,0.7142857142857143,0.75,0.75,0.8717948717948718,0.8717948717948718,0.39889032145341236,0.0,0.6363636363636365,0.0,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,logs/04f2d7101ccd37b7d69438be384821a1.results,snapshot/7bbf9108470227712fc88e0a43a08b51_model.pt,logs/04f2d7101ccd37b7d69438be384821a1.txt
1e-05,0.0,False,0.5591000691056252,0.0,0.7187584438100573,0.19444444444444445,0.7632183908045977,0.7593869731800766,0.7361419068736142,0.7010233918128655,0.7010233918128655,0.4613890163600445,0.0,0.8292682926829268,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8717948717948718,0.8717948717948718,0.37724461654822034,0.0,0.6363636363636365,0.0,0.7272727272727273,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,logs/ed9c8d400886328283e2f61376e582d5.results,snapshot/24a1e1acbca2ccb16c31129cf3059625_model.pt,logs/ed9c8d400886328283e2f61376e582d5.txt
1e-05,0.1,True,0.45820817331204544,0.0,0.8512856150104239,0.1891891891891892,0.8688644688644689,0.865934065934066,0.865934065934066,0.8509861212563915,0.8509861212563915,0.47212450578808784,0.0,0.8292682926829268,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8717948717948718,0.8717948717948718,0.42076638837655383,0.0,0.7272727272727273,0.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,logs/3bf82ab3767924803df89b344a1e29c7.results,snapshot/8b57f1d924d2be015b02897493e3b034_model.pt,logs/3bf82ab3767924803df89b344a1e29c7.txt
1e-06,0.0,False,0.4688234607110152,0.0,0.8300107140739543,0.22857142857142856,0.9141055949566588,0.9156816390858944,0.8878787878787879,0.8087912087912088,0.8087912087912088,0.4853701498359442,0.0,0.8048780487804879,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8461538461538461,0.8461538461538461,0.43418195346991223,0.0,0.7272727272727273,0.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,logs/0e85f86b33ba254be12e7828e4870240.results,snapshot/69e2c242eb92b388d38c11977aa2ba38_model.pt,logs/0e85f86b33ba254be12e7828e4870240.txt
1e-05,0.0,True,0.4790533483028412,0.0,0.8106455970700827,0.21621621621621623,0.8477119279819955,0.8544636159039759,0.8470066518847007,0.8071585098612126,0.8071585098612126,0.48629978485405445,0.0,0.8048780487804879,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8461538461538461,0.8461538461538461,0.4708498964707057,0.0,0.6363636363636365,0.0,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,logs/348e1b394b95b4e7a1791e2860c4fc4d.results,snapshot/d9aecb3895514a84a64eae5b64837871_model.pt,logs/348e1b394b95b4e7a1791e2860c4fc4d.txt
1e-06,0.0,True,0.5656825467138678,0.0,0.6970758835175997,0.15625,0.7572115384615385,0.7516025641025641,0.7340996168582377,0.6808035714285714,0.6808035714285714,0.513423865661025,0.0,0.8048780487804879,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8461538461538461,0.8461538461538461,0.47445741792519885,0.0,0.6363636363636365,0.0,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,logs/d1ff8f8c2fac15f4aed2f7b19e91b27b.results,snapshot/a616bd44555e89f27efa1060f8da3316_model.pt,logs/d1ff8f8c2fac15f4aed2f7b19e91b27b.txt
1e-06,0.1,True,0.5265052322600339,0.0,0.7731298355578929,0.2,0.841025641025641,0.8234432234432234,0.810672514619883,0.7610294117647058,0.7610294117647058,0.5155961401760578,0.0,0.8048780487804879,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8461538461538461,0.8461538461538461,0.5011189579963684,0.0,0.6363636363636365,0.0,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,logs/12a942e58ceb682b7c14c3ff85b9e79a.results,snapshot/a21ab5e05135761831158a8687c6cbf2_model.pt,logs/12a942e58ceb682b7c14c3ff85b9e79a.txt
