init_lr,dropout,freeze_image_encoder,train_loss,train_reg_loss,train_c_index,train_decile_recall,train_1year_auc,train_2year_auc,train_3year_auc,train_4year_auc,train_5year_auc,dev_loss,dev_reg_loss,dev_c_index,dev_decile_recall,dev_1year_auc,dev_2year_auc,dev_3year_auc,dev_4year_auc,dev_5year_auc,test_loss,test_reg_loss,test_c_index,test_decile_recall,test_1year_auc,test_2year_auc,test_3year_auc,test_4year_auc,test_5year_auc,results_path,model_path,log_path
0.0001,0.0,False,0.47299580629570065,0.0,0.7494073029450747,0.1774193548387097,0.8296549012223285,0.8268028528660738,0.8114118782161234,0.7565557203926454,0.7386335582620145,0.23004960017278792,0.0,0.733167635160121,0.35714285714285715,0.75015479876161,0.7575851393188854,0.7553693033001571,0.7432556012802927,0.7384649511978705,0.19923775563947857,0.0,0.7662695304605336,0.25,0.8335294117647059,0.8179768948999718,0.7715759849906192,0.7920325551509959,0.7695806962025317,logs/8afe073ceb26c275912b603b35b15b67.results,snapshot/3a6b5a4bd07dc1378f89a6252476f669_model.pt,logs/8afe073ceb26c275912b603b35b15b67.txt
0.0001,0.1,False,0.42356087861116976,0.0,0.7872895015851691,0.20374707259953162,0.8767549564905356,0.8795708597797658,0.8692044714564793,0.7992451062057477,0.7772344751267468,0.24965812917798758,0.0,0.7460982446022859,0.42857142857142855,0.773374613003096,0.7860681114551084,0.7661079099004715,0.7615454961133974,0.7506654835847382,0.2337588207796216,0.0,0.7209266992987489,0.25,0.8108823529411764,0.795717103409411,0.7291275797373358,0.7504819019061898,0.7205300632911392,logs/cd10b4b6f445ea1e624c803b47fada6c.results,snapshot/380ea9c250a2ff50d030fccb8a862cac_model.pt,logs/cd10b4b6f445ea1e624c803b47fada6c.txt
0.0001,0.1,True,0.5215621581689144,0.0,0.708355174198653,0.16043956043956045,0.7649372787272171,0.7645485131321902,0.7442687516255566,0.7127052491290902,0.7008827238335433,0.2639823124743998,0.0,0.7968575589387248,0.32142857142857145,0.795046439628483,0.8055727554179566,0.7967522262964903,0.8042981252857796,0.8061224489795918,0.2548541439697146,0.0,0.7625883281609224,0.21875,0.8414705882352942,0.8281205973513666,0.7830675422138837,0.789248233026344,0.7648338607594937,logs/dd10f285217e56770940c92288add443.results,snapshot/7ba6e32aab2bb6cdb74bea7918065e38_model.pt,logs/dd10f285217e56770940c92288add443.txt
1e-05,0.1,False,0.45562566345109157,0.0,0.7474981605238524,0.1932367149758454,0.8205042750758481,0.8182918474537566,0.8039251207729469,0.7505024404249211,0.7495561336141046,0.2771440176293254,0.0,0.7940837635760888,0.35714285714285715,0.8198142414860681,0.8263157894736842,0.8203247773703509,0.8022405121170554,0.8025732031943212,0.2791809360962361,0.0,0.7593972727066579,0.25,0.8535294117647059,0.8326289095519864,0.7689962476547842,0.782822874277147,0.7628560126582278,logs/b04b1a3ff2d47c71f05153ead5c1ea1d.results,snapshot/506adea80d4abbe71c271c4246c4cff1_model.pt,logs/b04b1a3ff2d47c71f05153ead5c1ea1d.txt
0.0001,0.0,True,0.5309514481901985,0.0,0.7055691586646701,0.17194570135746606,0.7341900887573964,0.7385559047366628,0.7287538716110145,0.7158018867924528,0.715117235705471,0.2891592093277723,0.0,0.7845405187740254,0.32142857142857145,0.7919504643962848,0.7944272445820433,0.787323205866946,0.7946959304983996,0.7943655723158829,0.2781249038875103,0.0,0.7550725471955158,0.28125,0.8405882352941176,0.8253029022259791,0.775797373358349,0.7838937674020133,0.7563291139240506,logs/07aceea327cd3264d4acfa4fd2e05ff7.results,snapshot/7f920a5b168013c8f30952a59b7220b4_model.pt,logs/07aceea327cd3264d4acfa4fd2e05ff7.txt
1e-05,0.0,False,0.5248438562352762,0.0,0.6968288566955736,0.16937354988399073,0.7451360773729194,0.7522460070984914,0.7414976968444617,0.7038406827880512,0.6960042390974426,0.3027435839176178,0.0,0.7953768599672314,0.35714285714285715,0.8068111455108359,0.8191950464396285,0.8116815086432687,0.8033836305441243,0.8047914818101153,0.3078962340950966,0.0,0.7563981097320337,0.25,0.8414705882352941,0.8253029022259792,0.7661819887429644,0.7811094452773613,0.7590981012658228,logs/544f329863c55625de2636b049535afb.results,snapshot/bd95f3c07b99f42e589e8ee0d5822903_model.pt,logs/544f329863c55625de2636b049535afb.txt
1e-06,0.0,False,0.551936033130106,0.0,0.6889074597318724,0.164079822616408,0.739916589229612,0.7389605529629304,0.7287950432961867,0.6911100803957947,0.6875569114265283,0.3351233099587262,0.0,0.7949763276402005,0.32142857142857145,0.7965944272445821,0.8015479876160991,0.7970141435306444,0.8047553726566072,0.8056787932564329,0.33209933508187534,0.0,0.761432366739741,0.25,0.8432352941176471,0.8312200619892928,0.7797842401500937,0.7881773399014778,0.7628560126582278,logs/3b931d051865298b64f751e2bc1866e8.results,snapshot/52f415d0d89743659e51dde271d86079_model.pt,logs/3b931d051865298b64f751e2bc1866e8.txt
1e-05,0.0,True,0.5250830525118444,0.0,0.7123852178507405,0.16972477064220184,0.7711435812326187,0.7719443212067435,0.7579223842195539,0.7187060478199719,0.7112714444398733,0.3397239540703595,0.0,0.7934854824873535,0.32142857142857145,0.7962848297213622,0.8052631578947368,0.7985856469355683,0.8013260173754001,0.8041259982253771,0.3345130112953484,0.0,0.7629676952847456,0.25,0.8441176470588235,0.833192448577064,0.7863508442776735,0.7916041979010495,0.7650316455696202,logs/60176389b963f660f6894cd163b46a2a.results,snapshot/b5a0c798af9416a0c329c84da9c62184_model.pt,logs/60176389b963f660f6894cd163b46a2a.txt
1e-06,0.1,False,0.5143798718711844,0.0,0.7352750515723735,0.18095238095238095,0.7845334160403639,0.787446623503935,0.7698667966211825,0.7402334104436877,0.7334673263244692,0.3550378168933094,0.0,0.800498468680566,0.32142857142857145,0.7962848297213623,0.8052631578947369,0.7972760607647984,0.8111568358481939,0.8107808340727595,0.3532187441363931,0.0,0.7663292580996273,0.25,0.836764705882353,0.8210763595378979,0.776266416510319,0.789248233026344,0.7695806962025317,logs/ae83e54d57575b274374e0334959b17e.results,snapshot/34186f6fc1e56311057beeb420c232cd_model.pt,logs/ae83e54d57575b274374e0334959b17e.txt
1e-05,0.1,True,0.5604890824588774,0.0,0.7118824927885581,0.1728110599078341,0.7460119916810477,0.7532692550210822,0.7338696314509449,0.718788755684167,0.7169447416063199,0.355969381891191,0.0,0.7934550286284697,0.32142857142857145,0.7938080495356037,0.801547987616099,0.7959664745940283,0.8022405121170553,0.803460514640639,0.3553631388582289,0.0,0.7584733956165358,0.25,0.833235294117647,0.8196675119752042,0.775797373358349,0.7800385521524952,0.760878164556962,logs/e9f93e346b79a3ba88c4c93bc65402ca.results,snapshot/62757673b402c15744383ae8784822b6_model.pt,logs/e9f93e346b79a3ba88c4c93bc65402ca.txt
